department,job,timeclass,startdate,hourly_wage,regular_pay,overtime_pay,other_pay,total_pay,reg_hours,overtime_hours,total_hours
Municipal Court,Court/Legal Clerk II,F,9/6/2021,17.11,10813.52,12.83,75,10901.35,12.153846153846153,0.009613511366871975,12.163459665213026
Police,Police Officer,F,3/28/2016,34.27,69707.25,63629.71,4971.76,138308.72,39.116546205472375,23.80407098980195,62.920617195274325
Library,Library Circulation Attnd I,P,10/19/2020,15.55,17945.93,0,89.8,18035.73,22.193828839970315,0,22.193828839970315
Parks and Recreation,Gardener*Sprinkler System,F,12/18/2017,17.86,36019.74,1008.8,9.45,37037.99,38.78428374536997,0.7241508025382605,39.50843454790823
Police,Police Assistant,F,4/15/2013,21.57,43564.8,3405.45,2538.26,49508.51,38.840269605220925,2.02408972575871,40.86435933097964
Police,Police Assistant,F,1/14/2008,24.92,51396.8,2180.97,2712.25,56290.020000000004,39.66292134831461,1.1220366711939744,40.784958019508586
Water Services,Water Services Specialist,F,9/13/2004,26.13,53667.2,0,2266.16,55933.36,39.49718861314728,0,39.49718861314728
Parks and Recreation,Gardener,F,7/3/2017,19.16,38958,0,75,39033,39.10189497350249,0,39.10189497350249
Police,Police Officer,F,12/17/2018,30.04,58701,12646.08,11157.12,82504.2,37.578741165625324,5.3971115435829145,42.97585270920824
Human Services,Caseworker I,F,6/18/2018,20.55,40438.4,0,0,40438.4,37.8424106307318,0,37.8424106307318
Parks and Recreation,Gardener,F,8/23/1995,20.83,42788.8,744.72,82.2,43615.72,39.5036744340633,0.4583625687802356,39.96203700284354
Aviation,Maintenance Planner/Scheduler,F,5/25/2015,31.84,52411.57,0,0,52411.57,31.655615819482026,0,31.655615819482026
Public Works,Solid Waste Foreman,F,6/1/2009,30.95,63716.72,17088.12,1186.2,81991.04,39.59035665465391,7.078464023859824,46.66882067851373
Library,Municipal Security Guard*Ld-U7,F,4/22/2019,18.42,37494.16,345.93,978.8,38818.89000000001,39.14449177315627,0.24077090119435393,39.38526267435062
Human Services,Caseworker II,F,11/29/2021,22.54,3606.4,0,0,3606.4,3.076923076923077,0,3.076923076923077
Police,Police Comm Operator,F,8/19/2013,22.64,32043.48,1464.38,815.15,34323.01,27.21823185648274,0.8292448129020568,28.047476669384796
Aviation,Aviation Supv II,F,7/26/1999,34.2,70374.4,3834.17,4048,78256.56999999999,39.571749887539355,1.4373106912580598,41.00906057879742
Fire,Fire Engineer 56hr,F,7/21/2003,28.14,81298.6,18103.45,6546.79,105948.84,55.559154775572694,8.247886027736774,63.80704080330947
Water Services,Utility TV Technician,F,6/21/2004,27.27,55836.8,0,77.4,55914.200000000004,39.37604016811938,0,39.37604016811938
Public Works,Solid Waste Equipment Operator,F,9/21/2020,22.4,44641.36,16452.07,4.39,61097.82,38.325343406593404,9.416248855311355,47.741592261904756
Water Services,Special Projects Administrator,F,2/26/2018,54.48,109844.8,0,4975,114819.8,38.77386196769457,0,38.77386196769457
Parks and Recreation,Recreation Instructor,P,5/31/2021,15.55,10111.42,0,1.5,10112.92,12.504847885233737,0,12.504847885233737
Public Works,Solid Waste Environ Spec,F,3/28/2016,24.92,50667.2,0,75,50742.2,39.09988887516977,0,39.09988887516977
Human Services,Caseworker III,F,10/19/2009,35.98,73422.72,0,0,73422.72,39.24334031727028,0,39.24334031727028
Water Services,Maintenance Planner/Scheduler,F,3/20/1991,31.84,65398.4,420.79,7152.88,72972.07,39.49942017781214,0.16943290168792682,39.66885307950007
Fire,Firefighter 56hr,F,7/10/2000,26.98,64322.11,3689.21,6835.07,74846.39000000001,45.84742972002053,1.753060196536846,47.60048991655737
Water Services,Utility TV Technician,F,9/10/2007,28.31,56752,0,201.8,56953.8,38.5512050648045,0,38.5512050648045
Human Services,Caseworker III,F,10/1/2001,35.98,69451.2,0,2875.2,72326.4,37.12062256809339,0,37.12062256809339
Street Transportation,Chief Engineering Tech,F,2/9/1998,33.25,68577.6,0,4575,73152.6,39.66315789473685,0,39.66315789473685
Water Services,Senior Utility Technician,F,10/22/2018,23.05,43484.83,10864.2,541.93,54890.96,36.279684632070754,6.042716502586351,42.322401134657106
Water Services,Utility Technician,F,4/12/2004,24.02,49033.6,515.22,680.62,50229.44,39.257029398578105,0.2749951963107667,39.532024594888874
Police,Police Comm Op*Radio/911,F,5/12/2003,31.71,63660.8,11123.55,2085.73,76870.08,38.607573442010526,4.497307328433156,43.104880770443685
Municipal Court,Court/Legal Clerk II,F,9/23/2019,18.74,37476.72,0,75,37551.72,38.45817256382892,0,38.45817256382892
Police,Police Reserves,P,10/8/2018,28.41,0,0,1225,1225,0,0,0
Fire,Fire Engineer 56hr,F,9/7/1998,26.95,76348.84,28226.03,2849.87,107424.73999999999,54.480405308976735,13.427539127539129,67.90794443651586
Fire,Fire Engineer 56hr,F,9/28/2015,26.95,72742.52,73191.49,7034.52,152968.53,51.907035821321536,34.818272203986496,86.72530802530804
Fire,Firefighter 56hr,F,4/7/2008,25.67,75051.37,25338.77,4635.27,105025.41,56.224993257618884,12.655084754227722,68.8800780118466
Street Transportation,Street Maint Foreman II,F,1/22/2001,27.97,57550.4,166.91,3275.34,60992.65000000001,39.56876873573334,0.07650596334900947,39.64527469908235
Water Services,Utility Specialty Technician,F,11/22/1993,26.13,53185.6,8455.95,6355.73,67997.28,39.14274779946422,4.148856310165151,43.29160410962937
Parks and Recreation,Gardener,F,12/29/1997,20.83,42788.8,0,1820,44608.8,39.5036744340633,0,39.5036744340633
Parks and Recreation,Recreation Leader,P,2/11/2019,16.24,5494.28,0,4.47,5498.75,6.506110269041304,0,6.506110269041304
Fire,Firefighter 56hr,F,1/11/1999,25.67,77395.55,79672.22,2845.05,159912.82,57.98114380749753,39.79114600501433,97.77228981251187
Planning & Development,Senior Business Systems Anlyst,F,6/7/2004,43.92,83545.44,0,0,83545.44,36.581126523749475,0,36.581126523749475
Public Works,Solid Waste Foreman,F,8/5/2013,27.44,55476.16,8635.45,198.7,64310.31,38.87934514465127,4.034653696643493,42.91399884129476
Street Transportation,Motor Broom Operator,F,11/8/2004,25.73,52857.6,1137.66,1104.37,55099.630000000005,39.506113785165475,0.5668629854405215,40.072976770606
Public Works,Solid Waste Worker,F,7/27/2020,16.32,33431.2,9000.42,124.43,42556.049999999996,39.393853695324275,7.0704656862745106,46.464319381598784
Police,Police Assistant,F,4/27/2015,20.55,41863.1,12793.36,2278.96,56935.42,39.175650383679574,7.981383741967684,47.15703412564726
Parks and Recreation,Recreation Leader,P,3/13/2006,19.59,17486.13,805.11,80.6,18371.84,17.16547885498881,0.5268975536969411,17.69237640868575
Aviation,Equipment Maintenance Supv,F,5/12/2014,41.78,85972.8,0,3617.6,89590.40000000001,39.572117686047804,0,39.572117686047804
Public Works,Buyer Aide,F,9/9/2019,19.59,34092.7,325.13,901.15,35318.979999999996,33.46752660305493,0.21277862855198232,33.68030523160691
Planning & Development,Senior Engineering Tech,F,2/29/2016,23.7,47552.96,17047.07,75,64675.03,38.58565400843882,9.22161094882614,47.80726495726496
Parks and Recreation,Lifeguard,P,4/19/2021,14.02,4394.81,207,0,4601.81,6.028215187095359,0.18929002523867003,6.2175052123340295
Planning & Development,Fire Protection Engineer,F,1/28/2019,43.08,88264.16,0,0,88264.16,39.40082851224913,0,39.40082851224913
Aviation,Supplies Clerk I*U2,F,6/3/2019,17.69,35156.48,0,75,35231.48,38.21855024568422,0,38.21855024568422
Aviation,Airfield Maint Worker I,F,5/8/2017,17.08,34193.29,308.12,168.83,34670.240000000005,38.49902044676635,0.23127964931243622,38.730300096078786
Street Transportation,Equipment Op III,F,7/9/2001,25.73,52857.6,0,1475.36,54332.96,39.506113785165475,0,39.506113785165475
Parks and Recreation,Lifeguard,P,4/23/2018,14.02,4381.8,248.4,0,4630.2,6.010369801382641,0.22714803028640404,6.237517831669045
Library,Library Assistant,P,11/29/2021,17.57,1405.6,0,78,1483.6,1.5384615384615385,0,1.5384615384615385
Fire,Firefighter*Recruit (NC),F,11/1/2021,23.5,6121.75,0,129.75,6251.5,5.009615384615385,0,5.009615384615385
Police,Police Aide,F,10/23/2017,17.97,35768,0,1300.6,37068.6,38.277470998673,0,38.277470998673
Water Services,Utility Technician,F,2/4/2013,23.05,43216.2,0,0,43216.2,36.0555648256299,0,36.0555648256299
Water Services,Chemist I*Specialty,F,1/18/2016,27.44,54920.8,0,0,54920.8,38.49013231666293,0,38.49013231666293
Parks and Recreation,Groundskeeper,F,11/10/2014,17.86,36018.8,203.25,680.4,36902.450000000004,38.78327159962099,0.1458997329658024,38.92917133258679
Police,Police Assistant,F,9/10/2018,18.74,36558.2,204.25,1802,38564.45,37.515598062556435,0.1397326437347782,37.65533070629122
Aviation,Aviation Supv II,F,4/28/2014,24.89,46894.6,16.92,1280.6,48192.119999999995,36.232190870599865,0.00871527026609389,36.24090614086596
Parks and Recreation,Building Maint Worker,F,1/2/2006,24.37,47331.36,4056.72,10.15,51398.23,37.34995738770872,2.13414980587734,39.48410719358606
Police,Police Officer,F,12/30/2019,26.82,54504,2173.41,4751.08,61428.490000000005,39.08105317501291,1.0389347788676646,40.119987953880575
Public Works,Solid Waste Equipment Operator,F,1/7/2013,25.73,52857.6,57.89,278.8,53194.29,39.506113785165475,0.028844908168654766,39.53495869333413
Public Works,Solid Waste Environ Spec,F,6/27/1994,28.75,59296,0,2833.02,62129.02,39.6628762541806,0,39.6628762541806
Public Works,Heavy Equip Mech*Mobile Repair,F,6/10/2002,31.84,65398.4,4870.32,3353,73621.72,39.49942017781214,1.9610552763819096,41.460475454194054
Water Services,Chemist I*Specialty,F,1/28/2019,26.13,52450.4,641.77,216,53308.17,38.601666225087584,0.31488023393878734,38.91654645902637
Police,Police Officer,F,5/1/2000,37.79,77606.4,407.58,4775.18,82789.16,39.49274329798278,0.13827426873206178,39.63101756671484
Police,Police Officer,F,11/4/1996,37.79,77606.4,2182.26,5150.36,84939.01999999999,39.49274329798278,0.740346448999532,40.23308974698231
Police,Police Officer,F,11/12/1996,37.79,77606.4,11928.22,17852.4,107387.01999999999,39.49274329798278,4.046729225612528,43.53947252359531
Police,Police Officer,F,1/7/2002,37.79,77606.4,28219.64,11415.43,117241.47,39.49274329798278,9.573703530305805,49.06644682828858
Fire,Firefighter 56hr,F,10/5/2020,17.21,48973.23,4838.51,161.51,53973.25000000001,54.723584230992714,3.6044264664253043,58.328010697418016
Police,Police Officer,F,4/1/2002,37.79,77606.4,295.2,3545.18,81446.77999999998,39.49274329798278,0.10014859445925864,39.59289189244203
Library,Library Page,P,12/8/2014,15.55,15265.87,0,80.95,15346.820000000002,18.879384120702447,0,18.879384120702447
Water Services,Utility Crew Chief,F,7/8/2002,27.44,55814.08,0,75,55889.08,39.11616954474097,0,39.11616954474097
Police,Police Officer,F,4/7/2008,37.79,77606.4,6562.05,3463.37,87631.81999999999,39.49274329798278,2.2262197976672704,41.71896309565005
Street Transportation,Senior Engineering Tech,F,10/29/2001,28.75,59296,0,5632,64928,39.6628762541806,0,39.6628762541806
Fire,Firefighter 56hr,F,7/2/2007,26.98,79817.07,42460.46,5367.5,127645.03,56.891907110680286,20.176607553553442,77.06851466423373
Police,Police Officer,F,4/20/2020,25.34,52046.4,2262.06,3813.65,58122.11,39.49851253718657,1.1444660312063628,40.642978568392934
Fire,Firefighter 56hr,F,7/2/2007,26.98,80316.54,46093.17,1484.99,127894.7,57.247918686206305,21.902819752523236,79.15073843872955
Fire,Firefighter 56hr,F,1/19/2015,21.5,64567.33,13710.11,204.75,78482.19,57.7525313059034,8.175378652355397,65.9279099582588
Water Services,Principal Engineering Tech,F,11/23/2015,35.28,71238.4,0,75,71313.4,38.83132740275597,0,38.83132740275597
Library,Librarian II,F,11/15/2010,30.34,60810,0,1313.4,62123.4,38.543937934181834,0,38.543937934181834
Fire,Fire Engineer 56hr,F,1/2/2006,26.95,60415.26,41091.8,4297.67,105804.73,43.110646496360786,19.54797583369012,62.6586223300509
Police,Police Asst*Special Detail,F,9/19/1994,26.08,53787.2,7441.78,5933.9,67162.87999999999,39.66139688532326,3.6582605788894136,43.319657464212675
Police,Police Officer,F,11/7/2005,37.79,77606.4,8252.99,3940.94,89800.33,39.49274329798278,2.7998826171623206,42.292625915145095
Public Works,Equipment Shop Foreman,F,7/25/2011,34.2,70374.4,6543.55,6867.87,83785.81999999999,39.571749887539355,2.4529727095516565,42.024722597091014
Fire,Firefighter 56hr,F,9/25/2017,24.92,69247.48,19680.86,129.75,89058.09,53.43829485121619,10.125149195373913,63.56344404659011
Police,Secretary II,F,9/30/2002,20.55,42385.6,0,3584.2,45969.799999999996,39.664607898184535,0,39.664607898184535
Street Transportation,Senior Human Resources Analyst,F,11/16/2020,31.93,62753.2,1250,0,64003.2,37.794936037967666,0.5018991865217985,38.29683522448946
Police,Police Comm Op*Radio/911,F,11/6/2006,29.66,15106.49,4846.12,498.89,20451.5,9.79465350899943,2.094731746114079,11.889385255113508
Fire,Supplies Clerk II*U2,F,11/21/2005,23.05,47339.2,-68.3,4756.03,52026.92999999999,39.49541131319873,-0.03798876466989265,39.45742254852884
Water Services,Water Quality Inspector,F,7/28/2008,25.08,49939.74,179.29,47.5,50166.53,38.29264814133235,0.09165030875557192,38.384298450087925
Aviation,Aviation Supv II,F,3/24/1980,34.2,70374.4,21466.09,9232.4,101072.88999999998,39.571749887539355,8.046967311440996,47.61871719898035
Municipal Court,Account Clerk III,F,1/2/2017,21.57,43412.8,0,75,43487.8,38.70475375343248,0,38.70475375343248
Fire,Firefighter 56hr,F,12/18/2006,26.98,75298.5,9224.49,6294.52,90817.51000000001,53.67116667617039,4.383346638535667,58.05451331470606
Water Services,Chemist I,F,10/5/2020,23.58,47948.8,2130.79,251.85,50331.44,39.10484765446598,1.158516561188317,40.26336421565429
Police,Human Resources Aide,F,1/2/2017,26.12,49319.81,0,75,49394.81,36.311557603958065,0,36.311557603958065
Fire,Firefighter 56hr,F,10/7/2019,17.98,34429.65,12812.5,1517.69,48759.840000000004,36.824730469752716,9.13586320983429,45.96059367958701
Fire,Firefighter 56hr,F,9/26/2016,20.48,58667.5,8299.49,129.75,67096.74,55.08892352764423,5.195494040464744,60.28441756810898
Fire,Firefighter 56hr,F,9/3/2012,23.79,70734.33,3398.28,129.75,74262.36,57.17846056843535,1.8313447796423836,59.009805348077734
Street Transportation,Cement Finisher,F,1/28/2019,19.92,37456.31,-78.53,9.6,37387.38,36.16032398826073,-0.05054191123468232,36.10978207702605
Street Transportation,Equipment Op IV,F,11/26/2012,27.8,57264.64,451.99,130.75,57847.38,39.61306032097399,0.2084440140195536,39.82150433499355
Police,Police Officer,F,3/28/2005,37.79,77606.4,10073.28,8468.09,96147.76999999999,39.49274329798278,3.4174282980845563,42.910171596067336
Planning & Development,Const Permit Spec I,F,6/3/2019,27.41,54606.48,1972.93,0,56579.41,38.31173350545843,0.9228009616553943,39.234534467113825
Police,Police Comm Op*Radio/911,F,10/16/1995,33.25,65139.2,26777.13,2947.05,94863.38,37.6744939271255,10.324707923655293,47.99920185078079
Human Services,Caseworker III,F,4/19/1999,35.98,74032,0,4155,78187,39.568991319964084,0,39.568991319964084
Parks and Recreation,Recreation Instructor,P,10/23/2006,16.24,20066.42,0,75,20141.42,23.76186528988253,0,23.76186528988253
Water Services,Industrial Maintenance Mech,F,12/13/2010,30.6,62852.8,2568.76,1020.76,66442.32,39.50025138260432,1.0762359644712585,40.57648734707558
Water Services,Supplies Clerk III*U7,F,4/27/2015,23.58,46420.8,0,883.6,47304.4,37.85868075944413,0,37.85868075944413
Parks and Recreation,Recreation Leader,P,12/16/2019,16.24,26095.27,755.66,337.33,27188.260000000002,30.90099232663888,0.5965485663761526,31.497540893015035
Library,Library Circulation Attnd I,P,10/4/2021,15.55,4136.3,0,80.6,4216.9000000000005,5.115384615384615,0,5.115384615384615
Police,Police Officer,F,4/25/2016,31.75,61490,2220.68,1446.81,65157.49,37.24409448818898,0.8967009892994144,38.14079547748839
Water Services,Special Projects Administrator,F,1/25/1999,54.48,109844.8,0,9333.4,119178.2,38.77386196769457,0,38.77386196769457
Police,Police Reserves,P,8/1/2016,28.41,0,0,1150,1150,0,0,0
Aviation,Economic Development Prog Mgr,F,11/6/1995,48.49,99784,0,6694.6,106478.6,39.573583768263084,0,39.573583768263084
Fire,Fire Emergency Dispatcher,F,8/22/2011,31.71,63716.6,359.95,2282.38,66358.93,38.6414137738641,0.14552959917198327,38.78694337303609
Parks and Recreation,Museum Assistant,F,10/13/1993,30.95,63681.6,0,5235,68916.6,39.56853485771095,0,39.56853485771095
Police,Police Officer,F,7/15/2019,25.34,32272.06,594.82,3078.24,35945.12,24.49157610345456,0.30094307166130374,24.792519175115864
Police,Police Comm Op*Radio/911,F,5/4/2020,23.7,47841.6,6628.58,1621.08,56091.26,38.81986368062317,3.585729741425944,42.405593422049115
Aviation,Building Maint Worker*U2,F,8/5/1996,28.31,58145.6,1186.14,6764.28,66096.02,39.497867021710185,0.5371572969594871,40.03502431866967
Fire,Casework Aide,P,3/13/2017,15.55,9250.22,370.32,575.48,10196.019999999999,11.439797180311647,0.30531783329210976,11.745115013603757
Public Works,Solid Waste Equipment Operator,F,5/21/2018,22.4,47065.2,7641.19,17.78,54724.17,40.40625,4.373391712454213,44.779641712454215
Library,Library Page,P,1/14/2019,15.55,19024.87,0,88.9,19113.77,23.52815978233984,0,23.52815978233984
Police,Police Sergeant,F,6/7/1995,53.72,110785.6,970.52,4530.16,116286.28000000001,39.65920155793573,0.2316188403306795,39.89082039826641
Police,Forensic Scientist III,F,4/28/2014,33.55,68477.1,0,0,68477.1,39.250888455806496,0,39.250888455806496
Fire,Firefighter 56hr,F,3/17/2014,22.61,66231.58,5996.04,3407.91,75635.53,56.33278331575545,3.3999251522471337,59.732708468002585
Parks and Recreation,Lifeguard,P,6/14/2021,14.02,3758.51,144.9,75,3978.4100000000003,5.155423570723143,0.132503017667069,5.287926588390213
Water Services,Accountant I,F,9/28/2015,27.44,54470.16,0,75,54545.16,38.17431038349406,0,38.17431038349406
Fire,Firefighter 56hr,F,6/19/2006,26.98,44653.12,2069.3,1126.95,47849.37,31.827792666932773,0.9833019710706888,32.81109463800346
Parks and Recreation,Recreation Leader,P,8/20/2001,18.74,6460.12,62.38,0,6522.5,6.6292997290862825,0.042675751853980246,6.6719754809402625
Aviation,Airport Operations Assistant,F,9/20/1999,26.08,53787.2,1595.44,5449,60831.64,39.66139688532326,0.7842929054585497,40.44568979078181
Police,Police Officer,F,5/29/2000,37.79,77606.4,1321.87,11561.71,90489.97999999998,39.49274329798278,0.448453328448036,39.941196626430816
Human Services,Casework Aide,F,1/11/2021,15.55,30834.85,0,75,30909.85,38.133626020281966,0,38.133626020281966
Police,Police Officer,F,10/22/2007,37.79,77606.4,5927.96,3916.31,87450.67,39.49274329798278,2.0111004810660806,41.50384377904886
Parks and Recreation,Lifeguard,P,5/31/2021,14.02,2424.07,193.54,0,2617.61,3.325016460002195,0.1769816013753246,3.50199806137752
Public Works,Solid Waste Equipment Operator,F,6/22/2015,24.37,48096.8,0,10320.67,58417.47,37.95397872541902,0,37.95397872541902
Human Services,Caseworker II,F,8/12/2019,26.13,49985.61,0,75,50060.61,36.787666696105276,0,36.787666696105276
Street Transportation,Contracts Specialist II,F,6/4/2018,33.55,65892,0,1326.6,67218.6,37.76911612977187,0,37.76911612977187
